date,fund_name,nav_per_unit,repurchase_price,sale_price,source,status,total_nav,units
2026-02-19,Zansec Bond Fund,129.7519,129.7519,129.7519,zansec,extracted,31021686530.35,239084641.77
2026-02-19,Zansec Bond Fund,129.7519,129.7519,129.7519,zansec,extracted,31021686530.35,239084641.77
2026-02-19,Zansec Bond Fund,129.7519,129.7519,129.7519,zansec,extracted,31021686530.35,239084641.77
2026-02-19,Zansec Bond Fund,129.7519,129.7519,129.7519,zansec,extracted,31021686530.35,239084641.77
2026-02-19,Zansec Bond Fund,129.7519,129.7519,129.7519,zansec,extracted,31021686530.35,239084641.77
2026-02-18,,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-18,Zansec Bond Fund,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-18,Zansec Bond Fund,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-18,Zansec Bond Fund,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-18,Zansec Bond Fund,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-18,Zansec Bond Fund,129.7107,129.7107,129.7107,zansec,extracted,31010179842.27,239071871.81
2026-02-17,,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-17,Zansec Bond Fund,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-17,Zansec Bond Fund,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-17,Zansec Bond Fund,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-17,Zansec Bond Fund,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-17,Zansec Bond Fund,129.6695,129.6695,129.6695,zansec,extracted,30838592210.05,237824563.29
2026-02-16,,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-16,Zansec Bond Fund,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-16,Zansec Bond Fund,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-16,Zansec Bond Fund,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-16,Zansec Bond Fund,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-16,Zansec Bond Fund,129.6283,129.6283,129.6283,zansec,extracted,30833958865.6,237864408.2
2026-02-13,,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-13,Zansec Bond Fund,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-13,Zansec Bond Fund,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-13,Zansec Bond Fund,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-13,Zansec Bond Fund,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-13,Zansec Bond Fund,129.5047,129.5047,129.5047,zansec,extracted,30605778234.89,236329478.66
2026-02-12,,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
2026-02-12,Zansec Bond Fund,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
2026-02-12,Zansec Bond Fund,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
2026-02-12,Zansec Bond Fund,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
2026-02-12,Zansec Bond Fund,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
2026-02-12,Zansec Bond Fund,129.4635,129.4635,129.4635,zansec,extracted,30251986254.83,233671932.67
